Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
00:00.0,28305.59,28575.04,28170,28439.38,10137.40167,00:00.0,287346546.2,193017,5248.26249,148784572.1,0
00:00.0,28439.39,29380,28356.51,29173.06,27035.28756,00:00.0,784702706.5,474950,14405.16713,417943350.9,0
00:00.0,29173.05,29770,29069.1,29637.34,14979.54282,00:00.0,441660010.8,286345,8148.7851,240225583.9,0
00:00.0,29637.35,30430,29590,30115.95,20828.19269,00:00.0,625055720.9,389447,11443.21158,343356768.8,0
00:00.0,30115.95,30169.14,29800,30106.89,10285.50672,00:00.0,308990782.9,207121,5073.51527,152438594.1,0
00:00.0,30106.9,30147.38,29974,30055.15,7339.48746,00:00.0,220730844.5,151922,3453.2294,103855038,0
00:00.0,30055.14,30280,29975,30194.22,11314.16156,00:00.0,340918024.6,220845,5570.85444,167875428.6,0
00:00.0,30194.23,30550,30040,30130.02,10970.16011,00:00.0,331757846.7,223433,5556.58726,168087509.6,0
00:00.0,30130.02,30274.19,29940,30200.42,7252.56767,00:00.0,218625058.5,147690,3669.52923,110637283.2,0
00:00.0,30200.43,30350.07,29811.82,29922.04,11394.97178,00:00.0,342268958.5,229283,5520.80814,165847303.8,0
00:00.0,29922.04,30070.42,29850,29987,6069.48422,00:00.0,181771973.8,131988,3184.27717,95370356.85,0
00:00.0,29986.99,30050.47,29895.98,30016.3,5584.43686,00:00.0,167424828.4,122982,2946.34865,88338645.1,0
00:00.0,30016.31,30486,29637.4,29964.02,26308.52652,00:00.0,792129784.5,444308,13269.26133,399600608.8,0
00:00.0,29964.03,30091.01,29760.13,29798.59,8528.50057,00:00.0,255439988.6,194533,4171.24842,124947077.2,0
00:00.0,29798.59,29979.74,29775.68,29888.07,4163.56456,00:00.0,124462072.2,123462,2044.44205,61119738.88,0
00:00.0,29888.07,30200,29854.59,30072.17,5485.41854,00:00.0,164758087.3,138640,2930.74333,88026261.86,0
00:00.0,30072.17,30128.59,29982.93,30068.6,5087.64391,00:00.0,152912951.1,107370,2636.51561,79240262.91,0
00:00.0,30068.6,30374.87,30039,30159.82,10749.49629,00:00.0,324625848.6,228054,5606.4934,169309366.9,0
00:00.0,30159.81,30595,30134.16,30441.43,14771.58975,00:00.0,448060518.8,268182,8061.24724,244548733.6,0
00:00.0,30441.43,30535.76,30262.4,30335.13,9458.03277,00:00.0,287393675.4,173216,4505.59413,136916883.7,0
00:00.0,30335.13,30394.7,30205,30373.84,6381.93605,00:00.0,193340019.9,138682,3027.05927,91707126,0
00:00.0,30373.84,30893.79,30310.03,30690.88,18523.2894,00:00.0,568460424.4,361995,9247.44574,283795521.8,0
00:00.0,30690.89,31000,30674.53,30733.72,11910.85727,00:00.0,367033484.9,239125,6169.13154,190124160.1,0
00:00.0,30733.73,30827.27,30657.14,30801.89,7627.76445,00:00.0,234606130.4,151541,3796.95989,116782711.9,0
00:00.0,30801.89,30850,30101,30237.89,19633.71604,00:00.0,599409820.8,366092,9794.39439,299034574.5,0
00:00.0,30237.88,30357.8,29966,30324.09,12230.50318,00:00.0,369413786.1,234903,6152.83506,185869357.4,0
00:00.0,30324.09,30522.07,30272.25,30466.93,6058.06418,00:00.0,184343847.9,150524,3245.82344,98764957.89,0
00:00.0,30466.93,30595.6,30278.08,30376.14,5746.9438,00:00.0,174730437.6,164192,2717.09357,82623834.82,0
00:00.0,30376.13,30467.92,30337.97,30433.3,4154.39976,00:00.0,126260161.7,112881,2018.0207,61334717.02,0
00:00.0,30433.29,30470,30364.7,30385.3,3667.82496,00:00.0,111572992.1,113326,1843.60462,56081139.55,0
00:00.0,30385.31,30444,30285,30325.27,4272.47036,00:00.0,129770675.6,129224,1921.23225,58360900.84,0
00:00.0,30325.27,30339.35,30202,30331.74,4726.84822,00:00.0,143158228.9,127792,2386.93781,72296419.67,0
00:00.0,30331.74,30360.19,30236.39,30295.09,2861.32537,00:00.0,86718601.63,85003,1537.45614,46596516.41,0
00:00.0,30295.1,30319.04,30120,30249.37,3384.26015,00:00.0,102344324.7,109409,1578.62144,47738062.19,0
00:00.0,30249.36,30399.4,30245.82,30344.97,2921.29461,00:00.0,88567589.9,97622,1513.19202,45876172.65,0
00:00.0,30344.97,30353.96,30220.4,30226.45,3645.14709,00:00.0,110409729,103724,1682.80642,50970384.86,0
00:00.0,30226.46,30362,30160.4,30332.98,4673.57527,00:00.0,141456279.5,115430,2436.76659,73758738.44,0
00:00.0,30332.98,30549.99,30259.69,30309.06,6879.44808,00:00.0,209114525.8,144217,3374.24453,102595078.4,0
00:00.0,30309.05,30407.98,30192,30304.65,4928.26802,00:00.0,149430477.3,137831,2578.10491,78177150.44,0
00:00.0,30304.66,30316.06,29740.64,29982.8,13105.03703,00:00.0,392753321.4,268594,5961.09586,178618815.6,0
00:00.0,29982.8,30007.56,29832,29838.3,5573.07492,00:00.0,166831643.3,138316,2775.88628,83093838.5,0
00:00.0,29838.3,29922.5,29366,29570.81,11957.93933,00:00.0,355765755.2,215901,5598.98647,166603980.6,0
00:00.0,29570.8,29593.14,29240.65,29358.31,13750.46214,00:00.0,404730089.9,258624,6540.82778,192514409.9,0
00:00.0,29358.3,29580.17,29330.85,29467.24,7312.65763,00:00.0,215480649.2,154435,3821.99877,112605730.4,0
00:00.0,29467.25,29536.93,29391.92,29430.27,4742.64022,00:00.0,139726302.5,101424,2181.38255,64274237.9,0
00:00.0,29430.27,29500,29096.78,29446.99,7340.04494,00:00.0,215365008.6,155258,3858.91814,113250646.2,0
00:00.0,29447,29803,29442.56,29775.62,8003.36187,00:00.0,237167380.8,145788,4438.3426,131542366.3,0
00:00.0,29775.61,30381.68,29693.1,30380.59,13941.09794,00:00.0,418183716.9,232257,7712.72594,231387171.6,0
00:00.0,30380.59,30485,30099.37,30184.86,16268.45181,00:00.0,493067878.3,271096,8077.95047,244824638.3,0
00:00.0,30184.85,30274.21,29945.58,30221.52,9976.92726,00:00.0,300807760.3,199513,4979.91429,150153421,0
00:00.0,30221.53,30450,30150,30380.01,6475.01052,00:00.0,196409747,137650,3349.71924,101611317.4,0
00:00.0,30380.01,30413.53,30126,30211.23,5329.7858,00:00.0,161294807.5,134009,2485.48493,75223763.78,0
00:00.0,30211.23,30325.51,29980,30077.76,7472.46844,00:00.0,225238964.2,167567,3570.7686,107633406.8,0
00:00.0,30077.76,30077.76,29000,29310.65,32617.02212,00:00.0,955965963.6,637314,16000.10932,468916757.9,0
00:00.0,29310.64,29500,29100,29260.44,12985.95001,00:00.0,380544354.8,236991,6566.81964,192466980.2,0
00:00.0,29260.43,29370,29080,29227.07,8902.9979,00:00.0,260631800.3,177280,4324.85949,126620991.7,0
00:00.0,29227.06,29315.61,28520,28797.1,19267.26229,00:00.0,557607997.9,346730,8519.74674,246694366.7,0
00:00.0,28797.1,29000,28549,28862.52,11329.84169,00:00.0,326620209.3,224563,5495.42866,158421152.6,0
00:00.0,28862.51,29088.3,28818.8,28869.66,7669.56391,00:00.0,221809417.7,162152,3806.36532,110087921.7,0
00:00.0,28869.66,28951,28590,28607.13,8737.40051,00:00.0,251581174.6,165734,4074.58395,117342662.7,0
00:00.0,28607.12,28978.69,28334,28506.69,18458.73713,00:00.0,530036065.2,309015,8643.75603,248251173.9,0
00:00.0,28506.7,28658.81,28010,28104.38,21464.77891,00:00.0,608629392.9,393946,10070.55397,285569507.3,0
00:00.0,28104.38,28365.5,28012,28243.65,9218.77157,00:00.0,260177771.7,179232,4828.89792,136277347.6,0
00:00.0,28243.65,28374.02,28090,28321.41,7136.4826,00:00.0,201553849.2,146572,3596.02828,101572395.2,0
00:00.0,28321.42,28348,27815.89,28155.03,14964.65602,00:00.0,419658811.1,244644,7302.98684,204753143.6,0
00:00.0,28155.02,28237.3,27919.69,28066.21,9486.35341,00:00.0,266158445,183796,4575.31887,128372266.4,0
00:00.0,28066.22,28308.45,27962.65,28040.7,14095.50499,00:00.0,396431598.9,247347,7376.9824,207479867,0
00:00.0,28040.7,28090.54,27184.54,27279.91,20779.11295,00:00.0,574597597.1,412721,9774.68132,270265294.4,0
00:00.0,27279.9,27409.62,27125,27262.84,11222.65793,00:00.0,306267310.7,228548,5793.13841,158097609.9,0
00:00.0,27262.84,27367.77,27140.35,27322.16,5410.17958,00:00.0,147509369.2,121374,2892.47049,78871612.1,0
00:00.0,27322.15,27397.63,27225,27277.76,4190.23201,00:00.0,114489942.4,140387,2063.26677,56374622.48,0
00:00.0,27277.75,27324.58,27184.24,27286.65,4851.36968,00:00.0,132179478.3,118674,2380.64826,64863152.39,0
00:00.0,27286.65,27562.17,27231,27488.93,6866.08949,00:00.0,188076661.1,153586,3772.48024,103336156.9,0
00:00.0,27488.93,27804.38,27484.63,27622.61,8389.52746,00:00.0,231844174.3,181715,4292.97721,118643606.4,0
00:00.0,27622.61,27882.72,27566.91,27816.85,6316.29864,00:00.0,175279850,143764,3211.05358,89111821.45,0
00:00.0,27816.85,27816.85,27415.56,27557.84,6582.80343,00:00.0,181569405.1,145251,3417.1378,94237140.09,0
00:00.0,27557.83,27751.47,27531.85,27718.9,4072.92515,00:00.0,112482619.5,125644,2299.36476,63503838.96,0
00:00.0,27718.89,27777,27482.79,27642.9,5189.51221,00:00.0,143347322.3,132453,2683.88683,74124138.68,0
00:00.0,27642.89,27735.25,27311.25,27474.47,5943.17948,00:00.0,163701533.3,174367,2832.01284,78004742.45,0
00:00.0,27474.47,27689.83,27330,27465.77,8237.43783,00:00.0,226492763.1,190320,4073.75467,112006293.7,0
00:00.0,27465.78,27650.28,27402.88,27590.6,4786.23771,00:00.0,131796055.4,105450,2304.31981,63452491.81,0
00:00.0,27590.59,28000,27427.3,27790.48,8178.33983,00:00.0,227006039.2,203209,3984.14904,110613040.8,0
00:00.0,27790.49,27800,27350,27451.97,6200.98667,00:00.0,171007551.4,170427,2784.70571,76798232.1,0
00:00.0,27451.98,27553.24,27157.14,27550.84,10313.90924,00:00.0,282046762.9,224859,5255.06571,143712448.9,0
00:00.0,27550.83,27720.57,27200,27267.05,11420.22805,00:00.0,313749908.7,255814,5256.74252,144416832.3,0
00:00.0,27267.06,27579.8,26942.82,27383.29,12309.41846,00:00.0,335900364.8,253513,5975.21429,163057308.4,0
00:00.0,27383.28,27560.73,27320.47,27510.93,4688.68649,00:00.0,128695888.5,103258,2385.40317,65481720.13,0
00:00.0,27510.93,27590.28,27313.74,27345.72,5310.06861,00:00.0,145709795.9,113071,2617.78225,71847434.38,0
00:00.0,27345.71,27459.58,27240.8,27266.54,5140.31121,00:00.0,140670072.3,123110,2357.51919,64510216.21,0
00:00.0,27266.54,27443.63,27192,27390.96,6631.97649,00:00.0,181308419.3,155127,3292.04422,89999903.4,0
00:00.0,27390.96,27482.71,27199.17,27345,8847.60442,00:00.0,241988394.9,182319,4470.08515,122274705.8,0
00:00.0,27345,27790.19,27316.2,27611.4,10129.47641,00:00.0,279008062.9,221177,5253.38948,144690736.6,0
00:00.0,27611.39,28399.99,27611.01,28300.79,16265.70923,00:00.0,457644629.9,292263,8842.65163,248746220.7,0
00:00.0,28300.8,28481,28244.62,28309.1,9794.44476,00:00.0,277820033.8,165081,4693.8384,133148043.8,0
00:00.0,28309.09,28599,28301.05,28376.18,8441.48637,00:00.0,239571769,134347,4487.34095,127351762.3,0
00:00.0,28376.19,29138.83,28371.99,28952.32,21338.25434,00:00.0,615019482.8,323308,11192.77736,322568622.1,0
00:00.0,28952.31,30036,28952.31,29820.03,29557.57382,00:00.0,878111407.6,497975,15020.07762,446101219.2,0
00:00.0,29820.02,29900,27694.06,27884.24,27955.54863,00:00.0,808343099.7,506320,12987.89094,375572348.3,0
00:00.0,27884.25,28739.99,27235,28415.29,32141.09611,00:00.0,900835669,634911,16158.62994,452956383.7,0
00:00.0,28415.29,29480.5,28378.86,28885.79,22447.76067,00:00.0,651106420.6,473314,11235.46347,325803574.5,0
00:00.0,28885.78,29278.88,28632.25,28893.83,12428.75979,00:00.0,360088280.2,253374,6229.96468,180490541.3,0
00:00.0,28893.84,29139.85,28780.45,28934.21,11084.1798,00:00.0,321142909.5,229115,5514.20195,159763654.9,0
00:00.0,28934.21,29555,28661.58,29149.73,17936.04093,00:00.0,521088475.3,398269,9160.13346,266178269.7,0
00:00.0,29149.74,29890,29013.44,29673.98,20847.10485,00:00.0,615576039.9,406920,11036.70415,325866462.4,0
00:00.0,29673.98,29783.15,29255.53,29472.77,10686.97827,00:00.0,315857566.8,229156,5425.50703,160336802.8,0
00:00.0,29472.77,29599.54,29330,29420.52,9071.8883,00:00.0,267210473.9,170882,4490.84239,132286584.4,0
00:00.0,29420.52,29566.92,29396.89,29488.83,7539.59531,00:00.0,222191022.4,153193,3328.56329,98091315.52,0
00:00.0,29488.83,29495.34,29137.76,29235.36,9546.8493,00:00.0,279526649,192686,4471.19242,130889541.1,0
00:00.0,29235.36,29467.36,28891,29146.89,16054.08157,00:00.0,467840149.5,317718,8519.51518,248223024.1,0
00:00.0,29146.88,29437.81,29101.28,29328.53,8039.55295,00:00.0,235180666.8,189805,3919.24168,114662404.1,0
00:00.0,29328.53,29429.36,29276.75,29311.7,4046.19835,00:00.0,118734810.2,104956,1929.86144,56631982.35,0
00:00.0,29311.69,29400,29195.58,29345.74,4266.76284,00:00.0,125094747.9,112146,2244.69251,65811547.21,0
00:00.0,29345.75,29448.88,29289.44,29345.54,3485.37764,00:00.0,102326398.2,99468,1739.02172,51061120.23,0
00:00.0,29345.54,29360,29234.39,29332.11,3230.99493,00:00.0,94630352.99,107304,1477.60068,43274753.72,0
00:00.0,29332.11,29393.39,29210.24,29271.21,3619.27524,00:00.0,106168017.3,112410,1757.61483,51556006.37,0
00:00.0,29271.21,29309.05,29031,29240.67,3877.98484,00:00.0,113216675.4,111919,1830.42317,53434246.46,0
00:00.0,29240.68,29265,29138.25,29230.45,1986.43509,00:00.0,58030718.26,76072,975.24687,28489521.71,0
00:00.0,29230.45,29230.49,29079.59,29178.87,2342.26797,00:00.0,68280509.7,76269,1159.6206,33802681.29,0
00:00.0,29178.88,29295.96,29171.22,29266.43,2111.33452,00:00.0,61748910.29,65131,1138.10914,33281423.86,0
00:00.0,29266.43,29348.31,29160.53,29197.01,2785.88414,00:00.0,81496044.26,90196,1213.46671,35503134.54,0
00:00.0,29197.02,29969.39,29182.74,29655.18,12772.70758,00:00.0,378552222.1,251819,6714.75452,198947448.6,0
00:00.0,29655.18,29870.22,29211.28,29361.13,12470.01847,00:00.0,368840773.1,276286,6110.69988,180817631.3,0
00:00.0,29361.13,29486.5,29160.96,29233.21,7270.32452,00:00.0,213236808.5,189757,3557.62167,104359351,0
00:00.0,29233.2,29337.34,28369.95,28561.06,15966.85068,00:00.0,458972002.4,301410,7464.39554,214466445.1,0
00:00.0,28561.07,28713.94,28250.15,28629.09,8593.24272,00:00.0,245232679.8,190485,4142.98807,118240525.6,0
00:00.0,28629.08,28670.1,28487.42,28523.86,4839.78726,00:00.0,138231183,121466,2292.75914,65484894.47,0
00:00.0,28523.85,28629.42,28075.36,28170.64,12056.92682,00:00.0,341859155.2,244622,5794.06273,164319567.2,0
00:00.0,28170.64,28410.95,27799.99,27843.36,14168.83144,00:00.0,397901976.8,293863,6703.40994,188298149,0
00:00.0,27843.35,28159.26,27666.95,28068.26,8808.02066,00:00.0,246024141.8,210947,4364.31148,121902436.8,0
00:00.0,28068.26,28145.6,27918.49,28043.76,5134.45129,00:00.0,143835389.7,133679,2446.62603,68535631.5,0
00:00.0,28043.75,28164.55,27872,28057.47,4237.79005,00:00.0,118702009.7,117366,2149.41561,60212255.29,0
00:00.0,28057.47,28133.33,27939.4,28084.83,5040.42695,00:00.0,141293414.8,129663,2311.17408,64784742.42,0
00:00.0,28084.83,28767.08,27910,28540.68,20134.60393,00:00.0,571336654,394657,10161.88887,288365502.8,0
00:00.0,28540.69,28879.88,28431.48,28686.14,10323.68451,00:00.0,295688562.7,240295,4909.43584,140628744,0
00:00.0,28686.13,28815.43,28616.08,28669.86,5953.56567,00:00.0,170877891.1,159037,2810.82705,80679955.76,0
00:00.0,28669.85,28689.35,28336.3,28520.9,6054.38189,00:00.0,172676178.5,137189,3006.95135,85771277.61,0
00:00.0,28520.89,28680,28427.56,28653.8,5308.0261,00:00.0,151565689.3,123418,2689.46908,76805723,0
00:00.0,28653.81,28767.93,28526.18,28543.74,6103.80959,00:00.0,174813186.2,149347,2943.91123,84316511.79,0
00:00.0,28543.73,28583.33,28113.69,28311.51,13681.91671,00:00.0,387478622.6,332556,6587.02089,186528703.4,0
00:00.0,28311.52,28800,28211.08,28322.98,19116.3162,00:00.0,544492096.7,447245,9667.90567,275390816.8,0
00:00.0,28322.97,29266.66,28285.19,29026.16,14351.34164,00:00.0,414935445.6,313154,7395.95176,213736930.6,0
00:00.0,29026.16,29195.94,28950.98,29096.86,6023.39211,00:00.0,175001358.1,133569,3057.32734,88830078.8,0
00:00.0,29096.85,29237.73,29038.31,29058.19,5854.55975,00:00.0,170506455.9,132885,2965.62212,86376264.33,0
00:00.0,29058.2,29379.83,28982.58,29154.66,6802.18312,00:00.0,198448626.3,160680,3253.44126,94930898.45,0
00:00.0,29154.65,29232.87,28663.64,28866.19,13921.52127,00:00.0,402264352,260505,6578.42071,190061477.3,0
00:00.0,28866.2,28972.92,28673.59,28895.12,6804.94862,00:00.0,196243083.6,172246,3196.23629,92172562.66,0
00:00.0,28895.31,28920,28748,28838.16,3168.87014,00:00.0,91352260.25,101657,1419.16468,40910157.42,0
00:00.0,28838.16,29531,28819.77,29198.23,11947.31875,00:00.0,349034280.6,241877,6006.68101,175488888.8,0
00:00.0,29198.22,29275,29029.87,29062.29,7022.92515,00:00.0,204884441,151778,3465.60452,101103976.5,0
00:00.0,29062.29,29195.97,29022.27,29149.36,5306.30763,00:00.0,154411836.4,131110,2456.78233,71496646.26,0
00:00.0,29149.36,29439.99,28800,29356.45,16673.08266,00:00.0,485840654.8,347113,8443.9219,246085658.8,0
00:00.0,29356.44,29677,29315.78,29561.66,13062.47594,00:00.0,385596726.3,286197,6604.90758,194965549.8,0
00:00.0,29561.66,29650,29450.69,29505.61,4403.72035,00:00.0,130018875.8,129952,2094.08872,61834622.58,0
00:00.0,29505.6,29820,29337.83,29353.61,8317.65484,00:00.0,245700013.3,219880,3899.53664,115243481.9,0
00:00.0,29353.62,29437.01,29250.65,29363.35,4244.22179,00:00.0,124601535.5,144336,1968.24078,57791085.45,0
00:00.0,29363.34,29367.2,29132.14,29266.15,7223.00274,00:00.0,211359464.1,182798,3343.15702,97835746.82,0
00:00.0,29266.16,29267.24,28300,28576.61,17920.04251,00:00.0,515536496.8,367275,8269.00603,237874911.9,0
00:00.0,28576.62,28964.68,28535.26,28842.82,7823.22553,00:00.0,225133910.2,191924,4037.44421,116172530.6,0
00:00.0,28842.82,28880.49,28642,28848.2,3721.13718,00:00.0,107186472.8,114808,1798.56605,51799510.3,0
00:00.0,28848.19,29138.29,28744.08,28798.56,6222.87665,00:00.0,179844247.3,160043,3223.46954,93161639.79,0
00:00.0,28798.57,28952.56,28787.02,28910.41,3568.17865,00:00.0,103041270.1,115279,1878.5266,54248818.61,0
00:00.0,28910.42,28960.03,28705.12,28840.06,4273.23723,00:00.0,123237944.2,121291,2090.84288,60299396.35,0
00:00.0,28840.07,29095.88,28840,28942.67,5289.32095,00:00.0,153189054.1,159361,2735.16792,79214202.17,0
00:00.0,28942.66,29029.11,28770.69,28907.73,4257.69952,00:00.0,123038074.9,131571,2077.86406,60048233.45,0
00:00.0,28907.73,28952.87,28395.23,28430.1,6392.09728,00:00.0,183487944.7,167880,2898.14002,83190068.25,0
00:00.0,28430.09,28631.01,28004.23,28199.71,14859.1196,00:00.0,420303880.3,302075,6907.52493,195390394.1,0
00:00.0,28199.72,28262.19,27830.85,27975.48,8390.05014,00:00.0,235927731.3,197843,3834.99885,107864166.8,0
00:00.0,27975.47,27989.11,27577.01,27934.09,12536.98963,00:00.0,349177804.3,275493,6194.78851,172544544.1,0
00:00.0,27934.09,28082.14,27669.5,27887.58,11265.19598,00:00.0,313985045.8,272825,5422.32704,151134382.6,0
00:00.0,27887.58,27930.21,27289.39,27340.72,15387.57351,00:00.0,423887943.4,366746,7133.66697,196501624.7,0
00:00.0,27340.72,27699.8,27262,27668.79,5805.43293,00:00.0,159770289.6,185655,2854.26305,78552991.88,0
00:00.0,27668.8,27749.34,27534.55,27629.34,6065.10248,00:00.0,167567580.5,156214,3147.40527,86960482.26,0
00:00.0,27629.35,27673.72,27437.32,27666.64,6284.15386,00:00.0,173197414.2,158825,3205.98792,88367506.77,0
00:00.0,27666.63,27728.99,27517.7,27678.31,6095.98208,00:00.0,168244986.8,143554,3075.21173,84883632.79,0
00:00.0,27678.31,27818,27370.01,27400.39,10521.56892,00:00.0,290355169,234874,4997.83407,137952977.9,0
00:00.0,27400.39,27750,27353,27716.32,7606.46136,00:00.0,209737712.7,195112,3837.71326,105830490.6,0
00:00.0,27716.32,27775.18,27521.49,27628.27,3540.04199,00:00.0,97821045.17,115119,1829.94512,50566832.47,0
00:00.0,27628.28,27849.94,27620.19,27685.29,5494.08267,00:00.0,152242682.5,135329,2495.22327,69152509.96,0
00:00.0,27685.29,27720.97,27529.88,27542.26,4166.55679,00:00.0,115114439.9,115768,1812.689,50078424.19,0
00:00.0,27542.26,27679.1,27474.91,27677.09,4341.29032,00:00.0,119731617.4,133150,2100.23131,57933554.77,0
00:00.0,27677.08,28331.42,27635.81,28153.2,20173.02813,00:00.0,566369150.9,398624,10268.71154,288263301.8,0
00:00.0,28153.21,28299.15,26777,27692.26,27681.52219,00:00.0,760531515,521518,13184.19483,362206782.7,0
00:00.0,27692.27,27982.23,27219,27598.75,9298.63345,00:00.0,257184006.7,230190,4537.78681,125518443.1,0
00:00.0,27598.74,27622.68,27367.76,27446.9,5751.34688,00:00.0,158120538.5,152976,2607.22632,71683889.21,0
00:00.0,27446.9,27553.21,27395.88,27450.07,4068.24392,00:00.0,111792000.9,121616,1978.7713,54381053.74,0
00:00.0,27450.07,27490.29,27257.98,27405.61,5364.94429,00:00.0,147028932.3,160087,2505.72902,68672820.41,0
00:00.0,27405.62,27630.14,26952,27179.42,14153.77268,00:00.0,385870839.4,355374,7089.26931,193259863,0
00:00.0,27179.43,27219.52,26702.05,26843.05,13568.21685,00:00.0,365535510.5,316975,6719.01628,181045655.5,0
00:00.0,26843.06,27060.47,26807.22,26968.62,4728.78903,00:00.0,127451287.4,149972,2370.105,63882525.63,0
00:00.0,26968.61,27091.12,26528.01,26584.32,9615.45856,00:00.0,257297626.8,221767,4573.25876,122370407.9,0
00:00.0,26584.33,26710,26120.74,26311.52,15964.27071,00:00.0,421152796.9,296612,8100.79692,213694141.9,0
00:00.0,26311.51,26437,26234.79,26348.01,6428.01795,00:00.0,169362316.3,152927,3278.63067,86384650.38,0
00:00.0,26348.02,26614.67,26271.65,26320.84,10467.89536,00:00.0,276563296.4,212123,4982.10214,131631059.4,0
00:00.0,26320.83,26500,25811.46,26459.62,13923.67108,00:00.0,364815590.6,267374,6656.68121,174460816,0
00:00.0,26459.63,26894.9,26360.85,26795.01,10808.62128,00:00.0,287860500.8,200830,5555.80281,147946148.7,0
00:00.0,26795.01,26983.98,26692.03,26808.27,5326.73837,00:00.0,142942393.8,113860,2595.04891,69649268.71,0
00:00.0,26808.27,26870.19,26695.41,26771.88,3324.74278,00:00.0,88995135.9,92474,1556.01238,41654631.57,0
00:00.0,26771.87,26877,26746.53,26823.94,2880.66763,00:00.0,77224790.13,85472,1380.49462,37005990.54,0
00:00.0,26823.93,26904.98,26736,26816.25,3969.69792,00:00.0,106440116.8,111991,1932.32131,51813923.23,0
00:00.0,26816.25,27045.45,26757.32,26837.94,4607.2156,00:00.0,123763841,121225,2269.48214,60973493.18,0
00:00.0,26837.93,26939.4,26750,26775.28,2705.84191,00:00.0,72696574.48,80027,1225.94011,32941607.8,0
00:00.0,26775.27,26874.42,26560.53,26865.03,4054.69409,00:00.0,108437548.7,106349,2062.48335,55161431.17,0
00:00.0,26865.04,26898.87,26793.53,26855.21,1996.19316,00:00.0,53588669.41,71536,970.89978,26064411.85,0
00:00.0,26855.22,26886.73,26790.02,26805.98,2360.00891,00:00.0,63324885.22,73860,1046.01133,28068914.91,0
00:00.0,26805.97,27200,26744.7,27082.02,6476.4122,00:00.0,174787940.6,167163,3426.56934,92477465.07,0
00:00.0,27082.01,27135.04,26827.23,26878.97,4269.87056,00:00.0,115079851.8,133010,1991.85615,53693822.15,0
00:00.0,26878.96,26961.55,26842.57,26917.62,2437.62468,00:00.0,65582802.24,77619,1174.32988,31594050.16,0
00:00.0,26917.61,27290.93,26726,27232.8,8804.15424,00:00.0,238271027.3,201748,4611.35513,124821520.3,0
00:00.0,27232.8,27550.03,27180.01,27407.48,9336.327,00:00.0,255514235.2,188725,4585.44521,125473150.1,0
00:00.0,27407.47,27485.5,27315.55,27336.12,4994.35313,00:00.0,136838623.7,112900,2247.17067,61578468.84,0
00:00.0,27336.12,27534,27221.2,27396.8,6016.97493,00:00.0,164717293.2,158084,2679.14126,73344750.36,0
00:00.0,27396.81,27663.59,27317.9,27418.24,7697.17284,00:00.0,211545278.2,177700,3485.92114,95815973.14,0
00:00.0,27418.24,27418.24,27126.73,27162.14,3581.10119,00:00.0,97746806.45,96757,1692.2129,46203774.58,0
00:00.0,27162.15,27296.89,26852.11,27130,7412.18425,00:00.0,200535315.3,158102,3554.40297,96186016.67,0
00:00.0,27130.02,27252.59,26993.71,27252.58,4084.89688,00:00.0,110806518.1,104497,1910.60953,51840691.86,0
00:00.0,27252.58,27286.08,26987.02,27059.03,6519.02741,00:00.0,176757094.7,137560,2929.67829,79456924.17,0
00:00.0,27059.03,27137.69,26900,27038.02,7185.69731,00:00.0,194201503.4,175564,3656.20584,98824033.32,0
00:00.0,27038.01,27151.51,26880,26933.05,5291.70789,00:00.0,143020049,147272,2611.30997,70583414.81,0
00:00.0,26933.06,27049.74,26897.34,27033.84,2776.94077,00:00.0,74952924.06,92647,1308.79272,35323274.22,0
00:00.0,27033.85,27238.55,26982.93,27060.04,4465.66046,00:00.0,121092749,128692,2423.42839,65712933.76,0
00:00.0,27060.05,27100,26760,26845.14,5043.29563,00:00.0,135922842.1,146009,2298.33709,61950170.91,0
00:00.0,26845.14,26914.3,26573.62,26637.62,7683.56934,00:00.0,205688476.9,182064,3632.01402,97239918.04,0
00:00.0,26637.61,26836.06,26544.71,26796.93,8211.97472,00:00.0,219318709.5,184409,4085.62501,109112301.3,0
00:00.0,26796.93,27447.29,26741.36,27385.09,11344.69624,00:00.0,307700812.9,221993,6028.20785,163482824.1,0
00:00.0,27385.09,27500,27274.45,27405.61,6209.78146,00:00.0,169990937.2,153656,3166.40976,86687405.76,0
00:00.0,27405.62,27485.33,27286.58,27365.69,4794.02065,00:00.0,131198763.9,115147,2404.13901,65795989.59,0
00:00.0,27365.69,27454.14,27152.29,27391.61,5687.90418,00:00.0,155197643.9,156706,2823.13999,77032117.6,0
00:00.0,27391.61,27440.01,27334.02,27398.97,4932.72046,00:00.0,135084618.3,123919,2413.10857,66083260.34,0
00:00.0,27398.97,27472.14,27021.95,27086.77,11379.91575,00:00.0,309907696.2,242741,5434.3578,148020122.2,0
00:00.0,27086.78,27118.36,26361.2,26734.01,17649.2143,00:00.0,471666610.5,300832,8226.88287,219859284.4,0
00:00.0,26734.01,27065.27,26691.2,26821.28,4754.87609,00:00.0,127690239.8,117973,2358.2655,63337281.84,0
00:00.0,26821.28,26929.04,26749.33,26834.73,3284.92163,00:00.0,88130537.14,96424,1400.92554,37586774.56,0
00:00.0,26834.73,26960.24,26812.03,26851.38,3895.84769,00:00.0,104744145.9,121623,1626.35295,43726486.16,0
